DIVISON,DISTRICT,THANA / AREA,DIAGNOSTIC CENTER NAME
Dhaka,Dhaka,New Market,SANDHANI EYE HOSPITAL
Dhaka,Dhaka,New Market,Bangladesh Eye Care Hospital Ltd.
Dhaka,Dhaka,New Market,Dr.Meherun Nessa Clinic
Dhaka,Dhaka,New Market,Islamia Eye & laser centre
Dhaka,Dhaka,New Market,Popular Medical College Hospital Ltd
,,,
Dhaka,Dhaka,Pallabi,A.H.S DIALYSIS & DIAGNOSTIC CENTER
Dhaka,Dhaka,Pallabi,Ash Shafi Hospital
Dhaka,Dhaka,Pallabi,BMI HOSPITAL & Diagnostic Center
Dhaka,Dhaka,Pallabi,"Delta Health Care, Mirpur Ltd"
Dhaka,Dhaka,Pallabi,Dhaka Monorog Clinic (Pvt:) Ltd.
Dhaka,Dhaka,Pallabi,ISLAMI BANK HOSPITAL AND CARDIAC CENTRE MIRPUR
Dhaka,Dhaka,Pallabi,ISLAMI BANK HOSPITAL MIRPUR
Dhaka,Dhaka,Pallabi,KINGSTON HOSPITAL LIMITED
Dhaka,Dhaka,Pallabi,MIRPUR GENERAL HOSPITAL & DIAGNOSTIC CENTRE
Dhaka,Dhaka,Pallabi,Rabeya Maternity Hospital
Dhaka,Dhaka,Pallabi,Sangita Health Care Clinic & Diagnostic Ltd.
Dhaka,Dhaka,Pallabi,ZARA HEALTH CARE
Dhaka,Dhaka,Pallabi,Kibria Memorial Diabetes Centre & Lab Ltd.
Dhaka,Dhaka,Pallabi,Aalok Healthcare Ltd (Pallabi)
Dhaka,Dhaka,Pallabi,ASIA HEALTHCARE DIAGNOSTIC CENTER
Dhaka,Dhaka,Pallabi,Better Health Diagnostic Centre
Dhaka,Dhaka,Pallabi,CAPITAL MEDICAL CENTER
Dhaka,Dhaka,Pallabi,City Lab.
Dhaka,Dhaka,Pallabi,DIGILAB MEDICAL SERVICES LTD
Dhaka,Dhaka,Pallabi,Helal Diagnostic Center
Dhaka,Dhaka,Pallabi,Kingston Medical Center
Dhaka,Dhaka,Pallabi,"Labaid Ltd (Diagnostic), Pallabi"
Dhaka,Dhaka,Pallabi,MARISHA DENTAL CARE
Dhaka,Dhaka,Pallabi,MICRO LAB DIAGNOSTIC CENTRE
Dhaka,Dhaka,Pallabi,Popular Diagnostic Centre (Mirpur)
Dhaka,Dhaka,Pallabi,"Popular Diagnostic Centre (Mirpur, Unit-01)"
Dhaka,Dhaka,Pallabi,Qatar Bangladesh Health Care
Dhaka,Dhaka,Pallabi,Surjer Hashi Clinic Pallabi
Dhaka,Dhaka,Pallabi,Islamia Diagnostic Center
,,,
Dhaka,Dhaka,Paltan,EchoLab Medical Services
Dhaka,Dhaka,Paltan,Huma Health Centre-2
Dhaka,Dhaka,Paltan,Ifthi Diagnostic & Medical Center
Dhaka,Dhaka,Paltan,ADNAN DIAGNOSTIC AND MEDICAL CENTRE
Dhaka,Dhaka,Paltan,AJ MEDICAL AND DIAGNOSTIC CENTER
Dhaka,Dhaka,Paltan,Al arouba Medical services ltd
Dhaka,Dhaka,Paltan,Al Jami Diagnostic Centre
Dhaka,Dhaka,Paltan,AL-ARABI MEDICAL CENTER
Dhaka,Dhaka,Paltan,AL-JAZEERA MEDICAL CENTER
Dhaka,Dhaka,Paltan,Al-Maha Diagnostic Center & Medical Services
Dhaka,Dhaka,Paltan,AL-TAREQ MEDICAL CENTER
Dhaka,Dhaka,Paltan,ALHAJJ ABUL KASHEM HOSNEARA DIAGNOSTIC CENTER LIMITED
Dhaka,Dhaka,Paltan,AOC MEDICAL CENTER
Dhaka,Dhaka,Paltan,Aurora Specialized Hospital Limited
Dhaka,Dhaka,Paltan,AZWA MEDICAL CENTRE
Dhaka,Dhaka,Paltan,BASHUNDHARA MEDICAL & DIAGNOSTIC CENTRE
Dhaka,Dhaka,Paltan,Best Diagnostic And Medical Centre.
Dhaka,Dhaka,Paltan,BRAC Healthcare Limited (Siddheswari)
Dhaka,Dhaka,Paltan,Care Path Diagnostic Center
Dhaka,Dhaka,Paltan,City Neon Medical and Diagnostic Center
Dhaka,Dhaka,Paltan,CLEARVIEW MEDICAL AND DIAGNOSTIC CENTER
Dhaka,Dhaka,Paltan,COMFORT MEDICAL CHECKUP CENTER
Dhaka,Dhaka,Paltan,DESH DIAGNOSTIIC & MEDICAL CENTRE
Dhaka,Dhaka,Paltan,Dhaka Gastro-Liver Center
Dhaka,Dhaka,Paltan,Dhaka Health Checkup Centre
Dhaka,Dhaka,Paltan,Eastern Diagnostic Health and Out Patient Medical Service
Dhaka,Dhaka,Paltan,Etihad Medical Center Limited
Dhaka,Dhaka,Paltan,EUREKA DIAGNOSTIC AND MEDICAL CENTRE
Dhaka,Dhaka,Paltan,EUROASIA DIAGNOSTIC & MEDICAL CENTRE
Dhaka,Dhaka,Paltan,"Green Crescent Health Services, Branch-2"
Dhaka,Dhaka,Paltan,HR SPECIALIZED LAB
Dhaka,Dhaka,Paltan,HUMAN DIAGNOSTIC & MEDICAL CENTRE
Dhaka,Dhaka,Paltan,Hygienic Health Care
Dhaka,Dhaka,Paltan,IBN OMAR MEDICAL AND DIAGNOSTIC CENTER
Dhaka,Dhaka,Paltan,IDEAL DIAGNOSTIC & MEDICAL CENTRE
Dhaka,Dhaka,Paltan,IMARAH HEALTH CARE
Dhaka,Dhaka,Paltan,INDEX DIAGNOSTIC CENTER
Dhaka,Dhaka,Paltan,INDIGO HEALTHCARE LTD.
Dhaka,Dhaka,Paltan,Islami Bank Central Hospital
Dhaka,Dhaka,Paltan,ISLAMI BANK SPECIALISED GENERAL HOSPITAL NAYAPALTAN
Dhaka,Dhaka,Paltan,Islamia Hospitals Bangladesh
Dhaka,Dhaka,Paltan,Jamuna Bank Foundation Dialysis Center
Dhaka,Dhaka,Paltan,Kent Medical Services Ltd.
Dhaka,Dhaka,Paltan,LIBYA BANGLA FRIENDSHIP DIAGNOSTIC & MEDICAL CENTRE
Dhaka,Dhaka,Paltan,LIFE LINE DIAGNOSTIC SERVICES
Dhaka,Dhaka,Paltan,LIFE DIAGNOSTIC CENTRE LIMITED
Dhaka,Dhaka,Paltan,LIGHT MEDICAL CENTRE
Dhaka,Dhaka,Paltan,Malleus ENT Specialized Hospital Limited
Dhaka,Dhaka,Paltan,MATRIBHUMI HEART CARE LIMITED
Dhaka,Dhaka,Paltan,Medicus Diagnostic and Medical Centre
Dhaka,Dhaka,Paltan,MODERN DIAGNOSTIC CENTRE LTD. (Unit-2)
Dhaka,Dhaka,Paltan,MODERN DIAGNOSTIC CENTRE LTD.(Kakrail)
Dhaka,Dhaka,Paltan,Modern Medical Center
Dhaka,Dhaka,Paltan,Monowara Hospital diagnostic center
Dhaka,Dhaka,Paltan,MYSA Medical Services (Pvt.) Ltd
Dhaka,Dhaka,Paltan,Nasima Medical and Diagnostic Center
Dhaka,Dhaka,Paltan,On Care Diagnostic Centre
Dhaka,Dhaka,Paltan,ONE PLUS MEDICAL CENTER.
Dhaka,Dhaka,Paltan,Overseas Health Checkup Ltd
Dhaka,Dhaka,Paltan,Padma Health Care
Dhaka,Dhaka,Paltan,PARK-LABORATORY
Dhaka,Dhaka,Paltan,PERFECT MEDICARE LTD.
Dhaka,Dhaka,Paltan,Polton Diagnostic Center
Dhaka,Dhaka,Paltan,"POPULAR DIAGNOSTIC CENTRE LTD. (SHANTINAGAR, UNIT-03)"
Dhaka,Dhaka,Paltan,Prime Diagnostic Limited
Dhaka,Dhaka,Paltan,Rafa Medical Center
Dhaka,Dhaka,Paltan,Rajdhani Digital Medical Services Ltd.
Dhaka,Dhaka,Paltan,RELIANCE LAB
Dhaka,Dhaka,Paltan,ROYAL DIAGNOSTIC & MEDICAL CENTRE
Dhaka,Dhaka,Paltan,Saudi Bangladesh Services Company Medical Check-Up Clinic Ltd.
Dhaka,Dhaka,Paltan,SHOHAG DIAGNOSTIC &MEDICAL CENTRE
Dhaka,Dhaka,Paltan,SR Medical & Diagnostic Center
Dhaka,Dhaka,Paltan,STAR MEDICAL & DIAGNOSTIC CENTER
Dhaka,Dhaka,Paltan,Sunlight Diagnostic Center
Dhaka,Dhaka,Paltan,Suo xi Healthcare Diagnostic Lab
Dhaka,Dhaka,Paltan,The Arab Medical Checkup Center
Dhaka,Dhaka,Paltan,THE CLASSIC MEDICAL CENTRE LIMITED.
Dhaka,Dhaka,Paltan,Times multicare hospital Ltd
Dhaka,Dhaka,Paltan,ULTRA CARE HEALTH CENTRE
Dhaka,Dhaka,Paltan,Unicare Medical Services
Dhaka,Dhaka,Paltan,Unity Medical Checkup Centre
Dhaka,Dhaka,Paltan,ANWER KHAN MODERN HOSPITAL Ltd. (Fakirapool Branch)
Dhaka,Dhaka,Paltan,Aurora Specialized Hospital limited
Dhaka,Dhaka,Paltan,Bangladesh Eye Hospital Shantinagar Ltd.
Dhaka,Dhaka,Paltan,Dr.Muttalib Community Hospital
Dhaka,Dhaka,Paltan,FARIDA CLINIC & Infertility Management Center Limited
Dhaka,Dhaka,Paltan,HAZI SHAKHAWAT ANWARA EYE HOSPITAL LTD.
Dhaka,Dhaka,Paltan,INSIGHT Psycho-social care and Research
Dhaka,Dhaka,Paltan,Makka Eye Hospital- Kakrail
Dhaka,Dhaka,Paltan,Monowara Hospital (Pvt.) Ltd.
Dhaka,Dhaka,Paltan,SUO XI HELTHCARE LIMITED
Dhaka,Dhaka,Paltan,Times Multicare Hospital Ltd
Dhaka,Dhaka,Paltan,University Dental College and Hospital
,,,
Dhaka,Dhaka,Rampura,Better Life Hospital Ltd.
Dhaka,Dhaka,Rampura,Advance Hospital Ltd
Dhaka,Dhaka,Rampura,American International Hospital Ltd.
Dhaka,Dhaka,Rampura,Bangladesh Multicare Hospital Ltd.
Dhaka,Dhaka,Rampura,Bashuti Maa O Shishu Hospital Ltd.
Dhaka,Dhaka,Rampura,CAREBRIDGE PSYCHIATRIC & DRUG ADDICTION RECOVERY CLINIC
Dhaka,Dhaka,Rampura,DARUL AHMED MEDICAL SERVICES (PVT.) LIMITED
Dhaka,Dhaka,Rampura,"Delta Health Care, Rampura Ltd"
Dhaka,Dhaka,Rampura,Dristi Eye Hospital Banasree
Dhaka,Dhaka,Rampura,Famous Specialized Hospital
Dhaka,Dhaka,Rampura,FARAZY HOSPITAL LIMITED
Dhaka,Dhaka,Rampura,HELP HOSPITAL
Dhaka,Dhaka,Rampura,Mamms Institute of Fistula & Womens Health
Dhaka,Dhaka,Rampura,Peoples Hospital Ltd
Dhaka,Dhaka,Rampura,TAQWA SPECIALIZED HOSPITAL
Dhaka,Dhaka,Rampura,AL-SALMA MEDICAL CENTER
Dhaka,Dhaka,Rampura,BROTHERS MEDICAL SERVICES (BMS)
Dhaka,Dhaka,Rampura,Central Health Checkup
Dhaka,Dhaka,Rampura,DIGILAB MEDICAL SERVICES LTD. (RAMPURA BRANCH)
Dhaka,Dhaka,Rampura,Dynamic Lab
Dhaka,Dhaka,Rampura,EVERGREEN HEALTH
Dhaka,Dhaka,Rampura,FARAZY DIAGNOSTIC & HOSPITAL LTD
Dhaka,Dhaka,Rampura,FARAZY MEDICAL CENTER
Dhaka,Dhaka,Rampura,Health Connect Medical
Dhaka,Dhaka,Rampura,Ibn Sina Diagnostic & Consultation Center
Dhaka,Dhaka,Rampura,Ibn Sina Diagnostic & Consultation Center Unit 2
Dhaka,Dhaka,Rampura,JS Diagnostic & Medical Checkup Centre
Dhaka,Dhaka,Rampura,KCMC
Dhaka,Dhaka,Rampura,Labaid Limited
Dhaka,Dhaka,Rampura,Leading Health Check-up
Dhaka,Dhaka,Rampura,Medicus Diagnostic And Consultation Center
Dhaka,Dhaka,Rampura,Medscape Lab
Dhaka,Dhaka,Rampura,Nasima Medical and Diagnostic Center
Dhaka,Dhaka,Rampura,NHN Rampura Healthcare Centre
Dhaka,Dhaka,Rampura,Perlov Medical Services Ltd.
Dhaka,Dhaka,Rampura,Precision Diagnostics Ltd.
Dhaka,Dhaka,Rampura,Proper Hospital Ltd.
Dhaka,Dhaka,Rampura,Pure Health Medical Center
Dhaka,Dhaka,Rampura,Saam Health Check-up Ltd
Dhaka,Dhaka,Rampura,Unicare Medical Services
Dhaka,Dhaka,Rampura,Unique Medical Center
Dhaka,Dhaka,Rampura,YUKI DIAGNOSTIC & IMAGING CENTRE
Dhaka,Dhaka,Rampura,Zam Zam Medical Center
,,,
Dhaka,Dhaka,Sabujbagh,Al Mutmainnah Maa O Shishu Hospital
Dhaka,Dhaka,Sabujbagh,AL SHIFA MEDICAL SERVICES LTD.
Dhaka,Dhaka,Sabujbagh,Basabo Multicare Hospital Ltd
Dhaka,Dhaka,Sabujbagh,Basic Diagnostic & Consultataion Centre
Dhaka,Dhaka,Sabujbagh,Central Bashabo General Hospital Diagnostic Center
Dhaka,Dhaka,Sabujbagh,Dhaka Diagnostic Centre
Dhaka,Dhaka,Sabujbagh,GOOD LIFE MEDICAL SERVICES LTD.
Dhaka,Dhaka,Sabujbagh,Guide Medical Center
Dhaka,Dhaka,Sabujbagh,Health Aid Diagnostic & Hospital Ltd
Dhaka,Dhaka,Sabujbagh,KHILGAON GENERAL HOSPITAL & DIAGNOSTIC LTD
Dhaka,Dhaka,Sabujbagh,Nagorik Diagnostic & Health Research Center
Dhaka,Dhaka,Sabujbagh,NEW ANAMICA DIAGNOSTIC CENTRE
Dhaka,Dhaka,Sabujbagh,Proshanti Hospital & Diagnostic Ltd.
Dhaka,Dhaka,Sabujbagh,Surjer Hashi (Network)
Dhaka,Dhaka,Sabujbagh,Fashion Eye Hospital Ltd.
Dhaka,Dhaka,Sabujbagh,New Anamica Hospital & Diagnostic Center
Dhaka,Dhaka,Sabujbagh,VSS (VISION SAVING SERVICES) EYE HOSPITAL
,,,
Dhaka,Dhaka,Savar,NAHAR GENERAL HOSPITAL
Dhaka,Dhaka,Savar,SAVAR EYE HOSPITAL & PHACO CENTRE
Dhaka,Dhaka,Savar,Happy General Hospital & Diagnostic Center
Dhaka,Dhaka,Savar,Somota Medical & Diagnostic Centre
Dhaka,Dhaka,Savar,Ashraf Aleya Hospital
Dhaka,Dhaka,Savar,Hazrat Sayed Almir Hossan Kanchonpuri Digital Lab and Hospital
Dhaka,Dhaka,Savar,PMK HOSPITAL & DIAGNOSTIC CENTRE
Dhaka,Dhaka,Savar,REMEDY GENERAL HOSPITAL
Dhaka,Dhaka,Savar,Savar General Hospital
Dhaka,Dhaka,Savar,Abbas Specialized Hospital Ltd.
Dhaka,Dhaka,Savar,Abul Hossain Hospital
Dhaka,Dhaka,Savar,AFNAN HOSPITAL & DIAGNOSTIC CENTRE LTD.
Dhaka,Dhaka,Savar,Almas Eye Care & Phaco Centre
Dhaka,Dhaka,Savar,ANN-NOOR EYE HOSPITAL & PHACO CENTRE
Dhaka,Dhaka,Savar,ASHULIA CHAKKHU HOSPITAL (PVT) LTD
Dhaka,Dhaka,Savar,Ayesha Hospital
Dhaka,Dhaka,Savar,Bangladesg Diabetic Health Care Ltd.
Dhaka,Dhaka,Savar,Centre for the Rehabilitation of the Paralysed (CRP)
Dhaka,Dhaka,Savar,Centre for Woman and Child Health
Dhaka,Dhaka,Savar,City lab Hospital
Dhaka,Dhaka,Savar,Creative Lab & Hospital
Dhaka,Dhaka,Savar,Deep Clinic & Diagonstic centre
Dhaka,Dhaka,Savar,Doctors General Hospital & Diagnostic Center
Dhaka,Dhaka,Savar,ELIAS HOSPITAL & DIAGNOSTIC LTD.
Dhaka,Dhaka,Savar,Enam Medical Hospital (Pvt.) Ltd.
Dhaka,Dhaka,Savar,Filaria and General Hospital
Dhaka,Dhaka,Savar,GONOSHASTHAYA SAMAJ VITTIK MEDICAL COLLAGE
Dhaka,Dhaka,Savar,Habib Hospital
Dhaka,Dhaka,Savar,Halim General Hospital & Diagnostic cenrer
Dhaka,Dhaka,Savar,Healing Aid Hospital and Diagnostic Ltd.
Dhaka,Dhaka,Savar,Hemayetpur Central Hospital
Dhaka,Dhaka,Savar,Hemayetpur Eye Hospital
Dhaka,Dhaka,Savar,"Institute For Autistic Children and Blind, Old Home & TN Mother Child Hospital"
Dhaka,Dhaka,Savar,IRIS EYE HOSPITAL
Dhaka,Dhaka,Savar,Islamia Digital Lab & Hospital
Dhaka,Dhaka,Savar,Islamia Eye Hospital And Diagnostic Centre
Dhaka,Dhaka,Savar,jamal clinic
Dhaka,Dhaka,Savar,Lab Star Hospital & Diagnostics
Dhaka,Dhaka,Savar,Lab Zone (Pvt.) Ltd.
Dhaka,Dhaka,Savar,Mayra Unique Hospital
Dhaka,Dhaka,Savar,Modern Hospital & Diagnostic Center
Dhaka,Dhaka,Savar,Mostofa General Hospital & Diagnostic Center
Dhaka,Dhaka,Savar,Mount View Health City Ltd.
Dhaka,Dhaka,Savar,Nagorik Hospital & Diagnostic Centre
Dhaka,Dhaka,Savar,Nari-Shishu Hospital & Diagnostic Centre
Dhaka,Dhaka,Savar,Nasir Uddin Medical Centre
Dhaka,Dhaka,Savar,New Deep Clinic & Diagnostic Center
Dhaka,Dhaka,Savar,New Hope Clinic and Diagnostic Center
Dhaka,Dhaka,Savar,New Life Care Hospital & Diagnostic Center
Dhaka,Dhaka,Savar,New Popular Hospital
Dhaka,Dhaka,Savar,NEW SEBA HOSPITAL
Dhaka,Dhaka,Savar,NOVA CLINIC & DIAGNOSTIC CENTRE
Dhaka,Dhaka,Savar,Palash Hospital & Diagnostic (Pvt.) Ltd.
Dhaka,Dhaka,Savar,PEERLESS SPECIALIZED HOSPITAL (PVT.) LTD
Dhaka,Dhaka,Savar,Peoples General Hospital and Diagnostic Center
Dhaka,Dhaka,Savar,Prince Institute of Medical Technology & Hospital Ltd.
Dhaka,Dhaka,Savar,RAHMAN SPECIALIZED HOSPITAL
Dhaka,Dhaka,Savar,RAZU GENERAL HOSPITAL
Dhaka,Dhaka,Savar,Rezia Clinic & Diagnostic center
Dhaka,Dhaka,Savar,Rose Clinic & Diagnostic Center
Dhaka,Dhaka,Savar,SAFAT CLINIC
Dhaka,Dhaka,Savar,SAHARA MODERN HOSPITAL
Dhaka,Dhaka,Savar,Savar Adhunek Hospital
Dhaka,Dhaka,Savar,Savar Care Hospital
Dhaka,Dhaka,Savar,Savar Central Eye Hospital
Dhaka,Dhaka,Savar,Savar Central Hospital
Dhaka,Dhaka,Savar,Savar Crown Hospital and Diagnostic Center
Dhaka,Dhaka,Savar,SAVAR HEALTH CARE HOSPITAL & DIAGNOSTIC CENTER
Dhaka,Dhaka,Savar,Savar New Mukti Hospital & Diagnostics
Dhaka,Dhaka,Savar,SAVAR PRIME HOSPITAL
Dhaka,Dhaka,Savar,Savar Specialized Hospital
Dhaka,Dhaka,Savar,SAVAR UNITED HOSPITAL
Dhaka,Dhaka,Savar,Sheba Clinic & Diagnostic Centre
Dhaka,Dhaka,Savar,shimulia Gonoshasthaya kendra hospital
Dhaka,Dhaka,Savar,Sima General Hospital
Dhaka,Dhaka,Savar,Sohel Square Hospital Limited
Dhaka,Dhaka,Savar,standara Hospital and diagnostic center
Dhaka,Dhaka,Savar,SUPER MEDICAL HOSPITAL (PVT.) LIMITED
Dhaka,Dhaka,Savar,Thalassaemia Hospital and Institute
Dhaka,Dhaka,Savar,The LabAid Hospital and Diagnostic Center
Dhaka,Dhaka,Savar,Unique Hospital
Dhaka,Dhaka,Savar,VERC MAA O SHISHU HOSPITAL
Dhaka,Dhaka,Savar,Zahanara General Hospital & Diagnostic Center
Dhaka,Dhaka,Savar,ZIRABO CITY HOSPITAL
Dhaka,Dhaka,Savar,R M DIAGNOSTIC COMPLEX
Dhaka,Dhaka,Savar,HEALTH CARE DIAGNOSTIC CENTRE
Dhaka,Dhaka,Savar,Advanced Diagnostic Centre
Dhaka,Dhaka,Savar,Al-Hera Siddikia Diagnostic Center
Dhaka,Dhaka,Savar,Alif Consultation And Diagnostic Centre
Dhaka,Dhaka,Savar,Alif Medical Centre
Dhaka,Dhaka,Savar,Amir Diagnostic Center
Dhaka,Dhaka,Savar,ApnarLab Limited
Dhaka,Dhaka,Savar,BANGLADESH LAB
Dhaka,Dhaka,Savar,Baroipara digital diagnostic and diabetic center
Dhaka,Dhaka,Savar,BISMILLAH DIAGNOSTIC CENTER
Dhaka,Dhaka,Savar,BORSHA MEDICAL CENTER
Dhaka,Dhaka,Savar,check up point diagnostic and consultation center
Dhaka,Dhaka,Savar,City Lab
Dhaka,Dhaka,Savar,Consultation Center and Lab of Filaria and General Hospital
Dhaka,Dhaka,Savar,DEEP DIAGNOSTIC CENTER
Dhaka,Dhaka,Savar,Doctors Diagnostic Center
Dhaka,Dhaka,Savar,DR. MUAZZAM MEDICAL (DIAGNOSTIC) CENTER
Dhaka,Dhaka,Savar,Dr. Mustafa Memorial Medical Centre
Dhaka,Dhaka,Savar,Fair Health Diagnostic Center
Dhaka,Dhaka,Savar,Faysal Health Diagnostic Centre
Dhaka,Dhaka,Savar,Fazlul Karim Diagnostic Center
Dhaka,Dhaka,Savar,Gazi Diagnostic Center
Dhaka,Dhaka,Savar,Gonoshasthaya Diagnostic Centre
Dhaka,Dhaka,Savar,Holy Lab Health Care Ltd.
Dhaka,Dhaka,Savar,"IBN SINA DIAGNOSTIC & CONSULTATION CENTER, SAVAR"
Dhaka,Dhaka,Savar,Jonoseba Medical Center
Dhaka,Dhaka,Savar,KALMA DIAGNOSTIC CENTRE
Dhaka,Dhaka,Savar,Kibria Memorial Diabetes Centre & Lab Ltd.
Dhaka,Dhaka,Savar,LAB ONE DIAGNOSTIC CENTRE
Dhaka,Dhaka,Savar,"Labaid Ltd (Diagnostic), Savar"
Dhaka,Dhaka,Savar,LABTECH MEDICAL SERVICES & RESEARCH CENTRE
Dhaka,Dhaka,Savar,LIFE CARE DIAGNOSTIC CENTRE
Dhaka,Dhaka,Savar,Master Diagnostic & Consultation Center
Dhaka,Dhaka,Savar,Medicare Diagnostic & Diabetic Centre
Dhaka,Dhaka,Savar,New care diagnostic and Consultation center
Dhaka,Dhaka,Savar,New Life Diagnostic & Ashulia Diabetic Shomity
Dhaka,Dhaka,Savar,New Sheba Diagnostic Center
Dhaka,Dhaka,Savar,NEW SUPER DIAGNOSTIC CENTER
Dhaka,Dhaka,Savar,NHN SAVAR HEALTH CARE CENTER
Dhaka,Dhaka,Savar,Pathology Laboratory of Filaria and General Hospital
Dhaka,Dhaka,Savar,Popular Diagnostic Center Ltd. (Savar Branch)
Dhaka,Dhaka,Savar,Projonmo Medicine Corner and Diagnostic center
Dhaka,Dhaka,Savar,Prottasha Health Care Ltd.
Dhaka,Dhaka,Savar,Rahman Diagnostic & Consultation Center
Dhaka,Dhaka,Savar,S R Diagnostic & Consultation Center
Dhaka,Dhaka,Savar,SAVAR DIABETES CENTRE
Dhaka,Dhaka,Savar,The Green Lab Diagnostic Center
Dhaka,Dhaka,Savar,Unique Diagnostic Center
Dhaka,Dhaka,Savar,Younus Diagnostic & Consultation Center
,,,
Dhaka,Dhaka,Shah Ali,OGSB Hospital & institute of Reproductive & Child Health Mirpur 1
,,,
Dhaka,Dhaka,Shahbagh,Ad-din Womens Medical College Hospital
Dhaka,Dhaka,Shahbagh,ATHENA LIMITED
Dhaka,Dhaka,Shahbagh,BIRDEM General Hospital
Dhaka,Dhaka,Shahbagh,Holy Family Red Crescent Medical College Hospital
Dhaka,Dhaka,Shahbagh,Ibrahim Cardiac Hospital & Research Institute (Diabetic Association of Bangladesh)
Dhaka,Dhaka,Shahbagh,LIBERTY HOSPITAL LTD.
Dhaka,Dhaka,Shahbagh,MODULE GENERAL HOSPITAL & DIAGNOSTIC CENTRE
Dhaka,Dhaka,Shahbagh,Ocunova Eye Hospital Ltd.
Dhaka,Dhaka,Shahbagh,Rushmono Poly Clinic (PVT) LTD.
Dhaka,Dhaka,Shahbagh,S P R CENTRE (PVT) LIMITED
Dhaka,Dhaka,Shahbagh,SAAOL HEART CENTER (BD) LIMITED
Dhaka,Dhaka,Shahbagh,SUO XI HELTHCARE LIMITED
,,,
Dhaka,Dhaka,Shajahanpur,BNK HOSPITAL LIMITED
Dhaka,Dhaka,Shajahanpur,A1 Hospital Ltd.
Dhaka,Dhaka,Shajahanpur,Ibn Al Haytham Health Service
Dhaka,Dhaka,Shajahanpur,Proshanti Hospital Ltd.
Dhaka,Dhaka,Shajahanpur,Thalassemia Foundation Hospital
Dhaka,Dhaka,Shajahanpur,Bangladesh Eye Hospital Shantinagar Ltd.
,,,
Dhaka,Dhaka,Sher-e-bangla Nagar,American Wellness Centre
Dhaka,Dhaka,Sher-e-bangla Nagar,Bangladesh ENT Hospital Ltd.
Dhaka,Dhaka,Sher-e-bangla Nagar,Bangladesh Probin Hospital
Dhaka,Dhaka,Sher-e-bangla Nagar,Brain and Life Hospital
Dhaka,Dhaka,Sher-e-bangla Nagar,BRB Hospitals Limited
Dhaka,Dhaka,Sher-e-bangla Nagar,CENTRE FOR KIDNEY DISEASES & UROLOGY HOSPITAL (CKDU)
Dhaka,Dhaka,Sher-e-bangla Nagar,Deen Mohd. Eye Hospital & Research Center
Dhaka,Dhaka,Sher-e-bangla Nagar,ISPAHANI ISLAMIA EYE INSTITUTE AND HOSPITAL
Dhaka,Dhaka,Sher-e-bangla Nagar,LIFE CARE MENTAL HOSPITAL
Dhaka,Dhaka,Sher-e-bangla Nagar,Lions Eye Hospital
Dhaka,Dhaka,Sher-e-bangla Nagar,Mind Cure Psychiatric Hospital
Dhaka,Dhaka,Sher-e-bangla Nagar,Monira General Hospital
Dhaka,Dhaka,Sher-e-bangla Nagar,NIPRO JMI DIALYSIS CENTER LTD.
Dhaka,Dhaka,Sher-e-bangla Nagar,Niramoy (Specialized Hospital for Treatment of Mental Health & Drug Dependence)
Dhaka,Dhaka,Sher-e-bangla Nagar,Nirapod Mental Hospital
Dhaka,Dhaka,Sher-e-bangla Nagar,Retina Glaucoma Center and Super Specialty Eye Hospital Ltd
Dhaka,Dhaka,Sher-e-bangla Nagar,Samorita Hospital Ltd.
Dhaka,Dhaka,Sher-e-bangla Nagar,SQUARE HOSPITALS LIMITED
Dhaka,Dhaka,Sher-e-bangla Nagar,THE ENT & HEAD-NECK CANCER HOSPITAL & INSTITUTE
Dhaka,Dhaka,Sher-e-bangla Nagar,VM HEALTH BANGLADESH LIMITED
Dhaka,Dhaka,Sher-e-bangla Nagar,BioMed Diagnostics
Dhaka,Dhaka,Sher-e-bangla Nagar,CMC Health Care Ltd.
Dhaka,Dhaka,Sher-e-bangla Nagar,DMFR Molecular Lab BD Limited
Dhaka,Dhaka,Sher-e-bangla Nagar,DNA Solution Ltd
Dhaka,Dhaka,Sher-e-bangla Nagar,Elite Medical Center
Dhaka,Dhaka,Sher-e-bangla Nagar,Essence Homoeopathy Medical Center
Dhaka,Dhaka,Sher-e-bangla Nagar,SRL Diagnostics Bangladesh
Dhaka,Dhaka,Sher-e-bangla Nagar,"Surjer Hashi Clinic, Razabazar"
Dhaka,Dhaka,Sher-e-bangla Nagar,UNIAID DIAGNOSTIC AND CONSULTATION LTD
,,,
Dhaka,Dhaka,Shyampur,SOUTH EAST MODEL HOSPITAL
Dhaka,Dhaka,Shyampur,Ad-din Barrister Rafique-ul Huq Hospital
Dhaka,Dhaka,Shyampur,"Delta Health Care, Jatrabari Ltd."
Dhaka,Dhaka,Shyampur,Dhaka CIty Hospital & Diagnostic Complex
Dhaka,Dhaka,Shyampur,DOCTORS DIAGONISTIC COMPLEX
Dhaka,Dhaka,Shyampur,DOCTORS GENERAL HOSPITAL
Dhaka,Dhaka,Shyampur,LifeLine Medical Institute of Science & Research
Dhaka,Dhaka,Shyampur,Mercy Diagnostic center
Dhaka,Dhaka,Shyampur,Mercy general Hospital
Dhaka,Dhaka,Shyampur,NEW SOBAHAN GENERAL HOSPITAL & DIAGNOSTIC CENTER
Dhaka,Dhaka,Shyampur,Novocare Hospitals
